Strain,Taxa_ID,GH1,GH3,GH5,GH6,GH8,bcsZ,GH9,GH12,GH44,GH45,GH48
Ruminococcus torques ATCC 27756,411460,5,0,0,0,0,0,0,0,0,0,0
Ruminococcus torques L2-14,657313,4,9,0,0,0,0,0,0,0,0,0
Selenomonas artemidis F0399,749551,2,0,0,0,0,0,0,0,0,0,0
Selenomonas flueggei ATCC 43531,638302,0,0,0,0,0,0,0,0,0,0,0
Selenomonas infelix ATCC 43532,679201,1,0,0,0,0,0,0,0,0,0,0
Selenomonas noxia ATCC 43541,585503,0,0,0,0,0,0,0,0,0,0,0
Selenomonas noxia F0398,702437,0,0,0,0,0,0,0,0,0,0,0
Selenomonas sp. oral taxon 137 str. F0430,879310,2,0,0,0,0,0,0,0,0,0,0
Selenomonas sp. oral taxon 149 str. 67H29BP,864563,0,1,0,0,0,0,0,0,0,0,0
Selenomonas sputigena ATCC 35185,546271,0,1,0,0,0,0,0,0,0,0,0
Shuttleworthia satelles DSM 14600,626523,2,6,0,0,0,0,0,0,0,0,0
Solobacterium moorei F0204,706433,4,0,0,0,0,0,0,0,0,0,0
Sporolactobacillus inulinus CASD,1069536,0,0,0,0,0,0,0,0,0,0,0
Sporosarcina newyorkensis 2681,1027292,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus 04-02981,703339,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus 16K,908247,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus 930918-3,452948,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A10102,553601,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A5937,553565,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A5948,553567,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A6224,553568,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A6300,553571,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A8115,553573,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A8117,553574,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A8796,553577,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A8819,553580,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A9299,553581,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A9635,553583,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A9719,553588,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A9754,553590,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A9763,553592,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A9765,553594,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus A9781,553596,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus D30,455227,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus O11,948561,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus O46,948563,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus RF122,273036,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus,46170,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 11819-97,1123523,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 132,644279,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21172,904723,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21178,904724,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21189,904725,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21193,904726,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21194,904727,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21195,904728,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21200,904730,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21201,904731,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21202,904732,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21209,904735,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21232,904737,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21235,904738,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21252,904743,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21259,904744,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21262,904745,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21264,904746,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21266,904747,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21269,904749,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21272,904750,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21283,904754,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21305,904759,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21310,904760,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21318,904763,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21331,904766,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21333,904767,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21334,904768,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21340,904771,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21342,904772,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21343,904773,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 21345,904774,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 55/2053,585143,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 58-424,585144,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 65-1322,585145,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus 68-397,585146,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus A017934/97,585147,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus ATCC 51811,762962,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus ATCC BAA-39,862516,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus Btn1260,585148,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus C101,585149,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus C160,585150,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus C427,585151,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CGS00,543538,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CGS01,543539,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CGS03,543540,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1057,931432,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1096,931443,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1114,931433,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1150,931444,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1165,931434,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1176,931445,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1213,931446,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1214,931435,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1233,931447,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1242,931436,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1267,931452,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG149,931453,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1500,931437,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1524,931454,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1605,931438,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1612,931448,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1750,931439,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1769,931440,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1770,931449,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG1835,931441,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG2018,931450,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG290,931451,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIG547,931442,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIGC128,931459,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIGC340D,931455,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIGC341D,931456,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIGC345D,931457,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIGC348,931458,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CIGC93,931460,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus CO-23,904795,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus COL,93062,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus D139,585152,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus DR10,1155079,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus E1410,585153,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus ECT-R 2,889933,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus ED133,685039,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus ED98,681288,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus EMRSA16,585154,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus H19,585155,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-105,904781,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-111,904782,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-122,904783,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-24,904776,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-250,904789,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-3,904775,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-55,904777,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-88,904778,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-91,904779,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-99,904780,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-K,904791,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus IS-M,904792,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus JH1,359787,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus JH9,359786,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus JKD6159,869816,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus LGA251,985006,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus M013,1118959,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus M1015,585156,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus M809,585157,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus M876,585158,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus M899,585159,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus MN8,548470,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus MR1,680649,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus MRSA131,754025,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus MRSA177,754026,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus MRSA252,282458,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus MSHR1132,985002,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus MSSA476,282459,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus Mu3,418127,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus Mu50,158878,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus Mu50-omega,585891,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus MW2,196620,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus N315,158879,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus NCTC 8325,93061,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus RN4220,561307,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus str. CF-Marseille,505321,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus str. JKD6008,546342,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus str. JKD6009,546343,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus str. Newman,426430,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus T0131,1006543,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus TCH130,548474,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus TCH60,548473,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus TCH70,548475,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus TW20,663951,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus USA300_FPR3757,451515,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus USA300_TCH1516,451516,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus USA300_TCH959,450394,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus VC40,1028799,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus WBG10049,585160,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp. aureus WW2703/97,585161,3,0,0,0,0,0,0,0,0,0,0
Staphylococcus capitis SK14,553212,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus caprae C87,435838,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus carnosus subsp. carnosus TM300,396513,1,4,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis 14.1.R1.SE,1000590,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis ATCC 12228,176280,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis BCM-HMP0060,525374,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis FRI909,764544,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis M23864:W1,525378,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis M23864:W2(grey),525375,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis RP62A,176279,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis SK135,596317,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU028,904317,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU037,904319,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU041,904320,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU045,904321,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU057,904323,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU065,904324,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU081,904326,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU105,904328,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU107,904329,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU116,904334,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU117,904335,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU118,904336,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU120,904337,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU123,904340,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU125,904341,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU126,904342,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU127,904343,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU128,904344,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU129,904345,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis VCU144,904347,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus epidermidis W23144,525376,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus haemolyticus JCSC1435,279808,1,1,0,0,0,0,0,0,0,0,0
Staphylococcus hominis SK119,629742,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus hominis subsp. hominis C80,435837,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus hominis VCU122,904339,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus lugdunensis HKU09-01,698737,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus lugdunensis M23590,525377,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus lugdunensis N920143,1034809,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus lugdunensis VCU139,904346,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus pseudintermedius ED99,984892,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus pseudintermedius HKU10-03,937773,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,342451,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus saprophyticus subsp. saprophyticus KACC 16562,1131257,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus simiae CCM 7213,911238,2,0,0,0,0,0,0,0,0,0,0
Staphylococcus warneri L37603,596319,2,1,0,0,0,0,0,0,0,0,0
Staphylococcus warneri VCU121,904338,0,0,0,0,0,0,0,0,0,0,0
Streptococcus agalactiae 18RS21,342613,2,0,0,0,0,0,0,0,0,0,0
Streptococcus agalactiae 2603V/R,208435,4,1,0,0,0,0,0,0,0,0,0
Streptococcus agalactiae 515,342614,2,0,0,0,0,0,0,0,0,0,0
Streptococcus agalactiae A909,205921,4,1,0,0,0,0,0,0,0,0,0
Streptococcus agalactiae ATCC 13813,888745,2,0,0,0,0,0,0,0,0,0,0
Streptococcus agalactiae CJB111,342617,4,1,0,0,0,0,0,0,0,0,0
Streptococcus agalactiae COH1,342616,3,0,0,0,0,0,0,0,0,0,0
Streptococcus agalactiae FSL S3-026,876138,5,0,0,0,0,0,0,0,0,0,0
Streptococcus agalactiae H36B,342615,2,0,0,0,0,0,0,0,0,0,0
Streptococcus agalactiae NEM316,211110,5,1,0,0,0,0,0,0,0,0,0
Streptococcus anginosus 1_2_62CV,742820,15,0,0,0,1,0,0,0,0,0,0
Streptococcus anginosus CCUG 39159,1095729,5,0,0,0,0,0,0,0,0,0,0
Streptococcus anginosus F0211,706437,8,0,0,0,0,0,0,0,0,0,0
Streptococcus anginosus SK52,1000570,6,0,0,0,0,0,0,0,0,0,0
Streptococcus australis ATCC 700641,888833,1,0,0,0,0,0,0,0,0,0,0
Streptococcus bovis ATCC 700338,864569,23,0,0,0,0,0,0,0,0,0,0
Streptococcus constellatus subsp. constellatus SK53,1095730,3,0,0,0,0,0,0,0,0,0,0
Streptococcus constellatus subsp. pharyngis SK1060,1035184,3,0,0,0,0,0,0,0,0,0,0
Streptococcus criceti HS-6,873449,12,0,0,0,0,0,0,0,0,0,0
Streptococcus cristatus ATCC 51100,889201,7,0,0,0,0,0,0,0,0,0,0
Streptococcus downei F0415,904293,2,0,0,0,0,0,0,0,0,0,0
Streptococcus dysgalactiae subsp. dysgalactiae ATCC 27957,663952,0,0,0,0,0,0,0,0,0,0,0
Streptococcus dysgalactiae subsp. equisimilis ATCC 12394,663954,4,1,0,0,0,0,0,0,0,0,0
Streptococcus dysgalactiae subsp. equisimilis GGS_124,486410,14,1,0,0,0,0,0,0,0,0,0
Streptococcus dysgalactiae subsp. equisimilis SK1249,1000589,1,0,0,0,0,0,0,0,0,0,0
Streptococcus dysgalactiae subsp. equisimilis SK1250,1005706,2,0,0,0,0,0,0,0,0,0,0
Streptococcus equi subsp. equi 4047,553482,4,0,0,0,0,0,0,0,0,0,0
Streptococcus equi subsp. zooepidemicus,40041,5,0,0,0,0,0,0,0,0,0,0
Streptococcus equi subsp. zooepidemicus ATCC 35246,1051072,3,0,0,0,0,0,0,0,0,0,0
Streptococcus equi subsp. zooepidemicus BHS5,681573,5,0,0,0,0,0,0,0,0,0,0
Streptococcus equi subsp. zooepidemicus MGCS10565,552526,6,1,0,0,0,0,0,0,0,0,0
Streptococcus equinus ATCC 9812,525379,16,0,0,0,0,0,0,0,0,0,0
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,981539,14,1,0,0,0,0,0,0,0,0,0
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069,990317,15,2,0,0,0,0,0,0,0,0,0
Streptococcus gallolyticus subsp. gallolyticus TX20005,545774,20,0,0,0,0,0,0,0,0,0,0
Streptococcus gallolyticus UCN34,637909,20,0,0,0,0,0,0,0,0,0,0
Streptococcus gordonii str. Challis substr. CH1,467705,7,0,0,0,0,0,0,0,0,0,0
Streptococcus ictaluri 707-05,764299,0,1,0,0,0,0,0,0,0,0,0
Streptococcus infantarius subsp. infantarius ATCC BAA-102,471872,9,0,0,0,0,0,0,0,0,0,0
Streptococcus infantarius subsp. infantarius CJ18,1069533,6,0,0,0,0,0,0,0,0,0,0
Streptococcus infantis ATCC 700779,889204,0,1,0,0,0,0,0,0,0,0,0
Streptococcus infantis SK1076,1005705,0,0,0,0,0,0,0,0,0,0,0
Streptococcus infantis SK1302,871237,1,0,0,0,0,0,0,0,0,0,0
Streptococcus infantis SK970,1035189,2,0,0,0,0,0,0,0,0,0,0
Streptococcus infantis X,997830,2,0,0,0,0,0,0,0,0,0,0
Streptococcus intermedius F0395,857292,2,0,0,0,0,0,0,0,0,0,0
Streptococcus intermedius F0413,883167,2,0,0,0,0,0,0,0,0,0,0
Streptococcus intermedius SK54,1095731,2,0,0,0,0,0,0,0,0,0,0
Streptococcus macacae NCTC 11558,764298,4,0,0,0,1,0,0,0,0,0,0
Streptococcus macedonicus ACA-DC 198,1116231,11,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis ATCC 6249,864567,1,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis B6,365659,1,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis bv. 2 str. F0392,768726,2,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis bv. 2 str. SK95,1000588,3,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis NCTC 12261,246201,2,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis SK1073,1008452,2,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis SK1080,1008453,3,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis SK321,585202,4,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis SK564,585203,1,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis SK569,1035187,2,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis SK575,1095736,2,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis SK579,1095737,2,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis SK597,585204,0,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis SK616,1095735,2,0,0,0,0,0,0,0,0,0,0
Streptococcus mutans NN2025,511691,6,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-101,1074113,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-109,1074114,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-11,1074095,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-110,1074115,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-116,1074116,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-120,1074118,5,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-123,1074119,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-125,1074120,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-138,1074121,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-143,1074122,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-145,1074123,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-146,1074124,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-148,1074125,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-149,1074126,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-151,1074127,3,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-152,1074128,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-153,1074129,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-154,1074130,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-162,1074134,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-163,1074135,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-164,1074136,3,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-169,1074137,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-170,1074138,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-173,1074140,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-176,1074143,3,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-177,1074144,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-179,1074146,4,0,0,0,1,0,0,0,0,0,0
Streptococcus mutans TCI-187,1074148,3,0,0,0,1,0,0,0,0,0,0
